#,region,reg,vote_2016,intention,vote_2020,gender,hisp,race,income,edu,state,age
3896,South,1,"Did not vote, but was eligible",Not sure,Someone else,Female,0,Black,<50K,1,TX,25
3897,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,PA,65
3898,South,0,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,0,GA,35
3899,South,1,Donald Trump,Yes,Joe Biden,Male,0,Native,>100K,1,KY,35
3900,South,1,Hillary Clinton,No,Joe Biden,Male,0,White,>100K,1,VA,35
3901,Midwest,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,>100K,1,WI,65
3902,West,1,Was not eligible to vote,Not sure,Joe Biden,Male,1,White,<50K,0,AZ,18
3903,South,0,Don't recall,Yes,Donald Trump,Female,0,API,50K-100K,1,TX,45
3904,West,1,Was not eligible to vote,Yes,Joe Biden,Male,1,Other,NA,0,CA,18
3905,West,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,White,<50K,1,UT,45
3906,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,FL,35
3907,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
3908,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,NY,45
3909,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,MI,65
3910,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,IA,45
3911,Northeast,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,<50K,0,CT,45
3912,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
3913,Midwest,0,Was not eligible to vote,Not sure,Joe Biden,Male,0,API,>100K,1,IL,45
3914,Northeast,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,0,NY,55
3915,West,1,Don't recall,Yes,Someone else,Female,1,White,<50K,1,CA,55
3916,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,>100K,1,IL,55
3917,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,API,<50K,1,IL,18
3918,West,1,Donald Trump,Yes,Donald Trump,Female,1,Other,<50K,1,CA,35
3919,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,CA,55
3920,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,IL,45
3921,South,0,Donald Trump,No,Donald Trump,Female,0,White,50K-100K,1,FL,45
3922,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,50K-100K,1,IL,25
3923,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,IN,55
3924,West,0,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,White,<50K,0,CA,55
3925,Northeast,0,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,NY,45
3926,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,1,IL,55
3927,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,NA,1,CA,25
3928,Northeast,0,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,<50K,1,NJ,55
3929,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,>100K,1,CA,45
3930,West,0,"Did not vote, but was eligible",Not eligible,I would not vote,Male,0,White,<50K,0,CO,35
3931,Midwest,0,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,OH,35
3932,Northeast,1,Donald Trump,No,I am not sure/don't know,Male,0,API,50K-100K,1,MA,35
3933,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,IL,25
3934,West,1,Gary Johnson,Yes,Someone else,Male,0,White,<50K,1,UT,35
3935,Midwest,0,"Did not vote, but was eligible",Yes,I am not sure/don't know,Male,1,Other,<50K,1,IL,35
3936,Northeast,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,0,VT,55
3937,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,NA,1,MI,18
3938,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,0,FL,25
3939,West,1,Jill Stein,Yes,Joe Biden,Female,1,White,50K-100K,1,CA,18
3940,Northeast,0,Don't recall,Yes,I am not sure/don't know,Female,0,Black,NA,0,PA,18
3941,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NC,25
3942,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,OH,55
3943,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,API,50K-100K,1,MD,25
3944,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,FL,65
3945,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,Other,>100K,1,IL,25
3946,West,0,Was not eligible to vote,Yes,Joe Biden,Female,1,White,NA,1,CA,18
3947,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,50K-100K,1,CA,25
3948,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,NE,45
3949,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Other,<50K,0,WI,25
3950,West,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,1,Other,50K-100K,1,UT,25
3951,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,1,White,<50K,0,AZ,18
3952,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,TX,65
3953,West,1,Hillary Clinton,Yes,Donald Trump,Male,1,White,<50K,1,CA,35
3954,Midwest,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,API,<50K,1,MO,35
3955,Northeast,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,White,50K-100K,1,CT,45
3956,West,0,Hillary Clinton,Not eligible,Someone else,Male,1,White,<50K,0,CA,18
3957,West,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,Black,<50K,0,NV,25
3958,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,NH,65
3959,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,CA,65
3960,South,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,<50K,0,TX,65
3961,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,35
3962,Midwest,0,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,0,MO,25
3963,Northeast,1,Gary Johnson,Yes,Joe Biden,Male,0,White,50K-100K,1,CT,35
3964,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,MI,25
3965,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,UT,25
3966,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,MI,35
3967,South,1,"Did not vote, but was eligible",No,I would not vote,Female,0,Black,NA,0,FL,18
3968,Northeast,1,Was not eligible to vote,Yes,I am not sure/don't know,Female,1,Other,NA,1,PA,18
3969,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,TX,55
3970,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,1,TX,25
3971,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,WA,35
3972,Midwest,0,"Did not vote, but was eligible",No,I would not vote,Female,0,Other,<50K,0,OH,25
3973,Midwest,1,Donald Trump,Yes,Joe Biden,Male,0,White,<50K,1,MO,55
3974,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,IL,55
3975,Northeast,0,Don't recall,Yes,I am not sure/don't know,Male,1,Other,<50K,0,NY,18
3976,South,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,API,<50K,1,TX,25
3977,Northeast,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,0,White,>100K,0,NJ,18
3978,West,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,Black,<50K,1,FL,35
3979,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,CA,65
3980,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,0,FL,45
3981,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,OH,45
3982,West,0,Was not eligible to vote,Yes,Joe Biden,Female,0,API,>100K,0,CA,18
3983,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,UT,25
3984,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,KY,45
3985,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Other,NA,1,GA,35
3986,Midwest,0,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,<50K,1,OH,65
3987,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,Other,50K-100K,1,CA,25
3988,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,IN,25
3989,West,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,1,CA,55
3990,Midwest,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,0,Black,NA,0,NE,18
3991,Northeast,1,Jill Stein,Yes,Someone else,Female,0,White,50K-100K,1,CT,35
3992,Midwest,1,Was not eligible to vote,Not sure,Someone else,Female,1,Black,<50K,0,WI,18
3993,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,IN,75
3994,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Other,<50K,1,MO,45
3995,South,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Male,1,Other,NA,1,FL,55
3996,Midwest,1,Jill Stein,Yes,Joe Biden,Female,1,White,<50K,0,IL,25
3997,West,1,Donald Trump,Yes,Donald Trump,Male,1,White,50K-100K,1,NM,25
3998,Midwest,0,Donald Trump,Not eligible,Joe Biden,Male,0,White,<50K,1,WI,35
3999,South,0,"Did not vote, but was eligible",Not sure,Joe Biden,Male,0,Other,<50K,0,TX,35
4000,South,1,Jill Stein,Yes,Someone else,Male,1,Black,<50K,1,VA,25
4001,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Black,<50K,1,OH,18
4002,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,55
4003,Midwest,0,Hillary Clinton,No,Joe Biden,Female,0,White,<50K,1,KS,25
4004,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WI,55
4005,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,API,<50K,1,MN,45
4006,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NJ,55
4007,West,0,Was not eligible to vote,Not eligible,I would not vote,Female,1,Other,<50K,1,ID,18
4008,Northeast,1,Donald Trump,No,Someone else,Male,0,White,>100K,1,PA,55
4009,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NY,65
4010,Midwest,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,0,OH,25
4011,South,0,Was not eligible to vote,Not eligible,Donald Trump,Male,0,White,<50K,0,NC,45
4012,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,>100K,1,CA,35
4013,West,1,Donald Trump,Not sure,Donald Trump,Female,0,White,<50K,1,CA,45
4014,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,UT,45
4015,Northeast,1,Donald Trump,Yes,Joe Biden,Male,0,White,<50K,1,NY,65
4016,West,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,>100K,1,CA,35
4017,South,0,Was not eligible to vote,No,Joe Biden,Female,0,Black,<50K,1,NC,55
4018,South,1,Jill Stein,Yes,Joe Biden,Female,0,Other,>100K,1,AR,55
4019,West,0,Was not eligible to vote,Not sure,Someone else,Male,1,Other,<50K,1,CA,18
4020,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,VA,65
4021,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,SD,25
4022,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,AZ,65
4023,West,1,Gary Johnson,Yes,Joe Biden,Male,1,Other,>100K,1,CO,35
4024,South,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,White,<50K,1,KY,35
4025,South,0,"Did not vote, but was eligible",No,I would not vote,Female,1,Other,<50K,0,TX,18
4026,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,50K-100K,1,HI,45
4027,West,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,>100K,1,CA,35
4028,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,TN,55
4029,Midwest,1,Gary Johnson,Yes,Someone else,Male,0,White,>100K,1,WI,35
4030,South,0,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,Black,<50K,0,NC,18
4031,Midwest,1,Gary Johnson,Yes,Joe Biden,Male,0,White,>100K,1,OH,65
4032,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,OK,35
4033,Northeast,1,Someone else:,Yes,I am not sure/don't know,Female,0,White,50K-100K,0,MA,25
4034,South,1,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,1,GA,35
4035,Midwest,0,"Did not vote, but was eligible",No,Joe Biden,Male,0,White,<50K,1,IN,55
4036,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NY,35
4037,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,55
4038,Midwest,0,Was not eligible to vote,Not eligible,Donald Trump,Female,0,White,<50K,0,OH,35
4039,Midwest,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,50K-100K,1,NE,45
4040,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,MI,35
4041,West,0,Was not eligible to vote,Not eligible,I would not vote,Female,0,White,<50K,0,CO,45
4042,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,<50K,1,SC,18
4043,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,CA,55
4044,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,GA,35
4045,West,0,"Did not vote, but was eligible",No,Someone else,Female,1,Other,<50K,1,AZ,18
4046,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WI,55
4047,West,0,"Did not vote, but was eligible",Yes,Donald Trump,Male,0,White,<50K,0,OR,45
4048,Midwest,0,"Did not vote, but was eligible",Not sure,I would not vote,Male,0,White,<50K,0,KS,45
4049,South,1,Hillary Clinton,Yes,Donald Trump,Male,0,Black,<50K,1,NC,18
4050,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,AL,35
4051,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,DE,35
4052,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
4053,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,WI,45
4054,South,0,Was not eligible to vote,Yes,I would not vote,Male,1,Black,>100K,1,VA,25
4055,Northeast,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,50K-100K,1,NJ,35
4056,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,MI,45
4057,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,KY,45
4058,Northeast,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,50K-100K,1,NJ,35
4059,South,1,Gary Johnson,Yes,Joe Biden,Male,0,Native,50K-100K,1,MD,55
4060,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,PA,65
4061,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,CO,65
4062,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,FL,75
4063,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,NY,35
4064,Midwest,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,0,WI,25
4065,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,35
4066,South,1,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,>100K,1,TX,25
4067,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,PA,55
4068,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,GA,55
4069,Northeast,1,Donald Trump,Yes,Donald Trump,Male,1,Other,50K-100K,1,NY,18
4070,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,CT,55
4071,South,0,Was not eligible to vote,No,Someone else,Male,0,White,>100K,1,VA,45
4072,Northeast,0,Don't recall,Yes,I am not sure/don't know,Female,0,White,50K-100K,1,CT,18
4073,West,1,Don't recall,Not sure,I am not sure/don't know,Male,1,White,50K-100K,1,NV,25
4074,Midwest,1,Gary Johnson,Yes,Joe Biden,Female,0,White,50K-100K,1,IL,55
4075,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,MO,55
4076,Northeast,1,Donald Trump,Yes,Someone else,Female,0,White,50K-100K,1,MA,25
4077,Northeast,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,NA,0,RI,25
4078,Northeast,1,Hillary Clinton,Yes,Donald Trump,Female,0,White,>100K,1,NY,35
4079,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,MI,25
4080,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,NY,55
4081,Northeast,1,Donald Trump,Not sure,I would not vote,Female,0,White,<50K,1,MA,45
4082,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,VA,25
4083,South,1,Jill Stein,Yes,Joe Biden,Female,1,White,>100K,1,FL,45
4084,Northeast,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,50K-100K,0,NY,65
4085,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,NA,1,MA,18
4086,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,FL,65
4087,Midwest,0,Someone else:,Not sure,I am not sure/don't know,Female,0,White,50K-100K,1,OH,35
4088,South,1,Hillary Clinton,No,Joe Biden,Female,1,White,50K-100K,0,TX,35
4089,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,NA,1,WI,25
4090,Midwest,0,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,NA,0,IL,25
4091,West,0,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,1,White,NA,1,CA,18
4092,South,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,White,<50K,0,FL,25
4093,South,1,Was not eligible to vote,Yes,Donald Trump,Female,0,White,>100K,0,VA,18
4094,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,CA,55
4095,Northeast,1,Someone else:,Yes,I am not sure/don't know,Female,0,White,<50K,1,MA,55
4096,West,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,1,AZ,75
4097,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,PA,55
4098,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,VA,35
4099,Midwest,1,Was not eligible to vote,Not sure,Someone else,Female,0,Black,NA,1,IL,18
4100,South,1,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,<50K,1,MS,35
4101,West,1,Donald Trump,Yes,I am not sure/don't know,Female,0,API,50K-100K,1,UT,65
4102,South,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,1,FL,45
4103,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,KS,45
4104,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,LA,25
4105,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,VA,45
4106,Northeast,0,"Did not vote, but was eligible",No,I am not sure/don't know,Male,0,API,>100K,0,NY,18
4107,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,TX,65
4108,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Black,<50K,1,TX,25
4109,Northeast,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,<50K,0,NJ,65
4110,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,TX,45
4111,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,MD,18
4112,South,1,Hillary Clinton,Yes,Donald Trump,Female,0,White,<50K,1,GA,55
4113,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,OH,18
4114,West,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,1,Other,<50K,0,CA,65
4115,Midwest,1,Was not eligible to vote,Yes,Donald Trump,Female,0,API,>100K,0,MI,18
4116,Northeast,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,Black,50K-100K,1,NY,45
4117,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,0,NJ,45
4118,Midwest,1,Donald Trump,Yes,Donald Trump,Female,1,Native,<50K,1,OH,25
4119,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,IN,35
4120,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,NA,1,NY,35
4121,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,MT,35
4122,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,50K-100K,1,CA,65
4123,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
4124,West,1,Hillary Clinton,Yes,Someone else,Male,0,Black,<50K,0,CO,55
4125,South,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,<50K,1,AL,18
4126,West,1,Was not eligible to vote,Yes,Joe Biden,Male,0,API,50K-100K,1,CA,18
4127,West,1,Don't recall,Yes,I am not sure/don't know,Male,0,White,50K-100K,1,UT,55
4128,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,0,NY,25
4129,West,0,"Did not vote, but was eligible",No,Joe Biden,Female,0,Black,NA,1,OR,25
4130,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,TX,35
4131,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,OR,55
4132,South,1,Was not eligible to vote,Yes,Donald Trump,Female,0,White,<50K,0,FL,35
4133,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,TX,45
4134,Midwest,1,Was not eligible to vote,No,I am not sure/don't know,Male,1,White,<50K,1,IL,45
4135,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,45
4136,South,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,FL,35
4137,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,CT,55
4138,Midwest,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,White,<50K,0,OH,18
4139,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,TX,35
4140,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,55
4141,South,1,Someone else:,Yes,Donald Trump,Male,0,White,NA,1,GA,55
4142,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,DC,25
4143,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,MA,25
4144,South,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,<50K,1,VA,18
4145,South,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,<50K,1,FL,18
4146,Midwest,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,0,White,>100K,1,IL,25
4147,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,WI,25
4148,Northeast,0,Was not eligible to vote,Yes,I am not sure/don't know,Female,0,White,<50K,1,VT,35
4149,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,>100K,1,NJ,55
4150,Northeast,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,0,NY,18
4151,South,0,Was not eligible to vote,Not eligible,Donald Trump,Female,0,Native,<50K,0,OK,18
4152,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,OR,35
4153,South,0,Was not eligible to vote,Not eligible,Donald Trump,Female,0,White,50K-100K,0,AR,18
4154,South,0,Donald Trump,Yes,Donald Trump,Male,1,Other,50K-100K,0,OK,18
4155,West,1,Donald Trump,NA,Donald Trump,Female,1,Other,>100K,1,AZ,45
4156,South,1,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,50K-100K,0,TX,25
4157,Midwest,0,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,OH,18
4158,West,0,Donald Trump,No,I am not sure/don't know,Female,0,White,<50K,1,OR,25
4159,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,WA,65
4160,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,WA,65
4161,West,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,White,<50K,1,AZ,18
4162,South,0,Was not eligible to vote,Not eligible,Joe Biden,Female,0,API,<50K,1,TX,35
4163,Midwest,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,50K-100K,0,MO,55
4164,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,OH,45
4165,Midwest,1,Hillary Clinton,Yes,I am not sure/don't know,Male,0,White,<50K,0,MI,35
4166,West,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,50K-100K,1,CO,65
4167,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,<50K,1,IL,25
4168,West,1,"Did not vote, but was eligible",No,Joe Biden,Female,0,White,50K-100K,0,WA,55
4169,West,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,1,White,>100K,1,AZ,35
4170,South,0,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,AR,25
4171,Midwest,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Male,0,API,<50K,1,IL,18
4172,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Black,50K-100K,0,FL,18
4173,South,1,Donald Trump,Yes,Joe Biden,Female,0,White,50K-100K,1,TX,25
4174,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,VA,35
4175,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,PA,25
4176,Midwest,1,Hillary Clinton,No,Joe Biden,Female,0,White,<50K,0,OH,25
4177,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,CA,35
4178,West,1,Was not eligible to vote,Yes,Donald Trump,Female,0,White,<50K,0,CA,55
4179,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,1,CA,25
4180,West,0,Was not eligible to vote,No,I am not sure/don't know,Female,1,White,<50K,0,CA,18
4181,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,CA,65
4182,West,1,Someone else:,Yes,Someone else,Male,0,White,<50K,0,OR,25
4183,Midwest,1,Hillary Clinton,Yes,Donald Trump,Female,0,White,50K-100K,1,OH,45
4184,West,0,Was not eligible to vote,Not eligible,Joe Biden,Female,0,White,<50K,1,CO,55
4185,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,55
4186,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,NA,1,WI,18
4187,Midwest,1,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,0,IN,55
4188,West,1,Hillary Clinton,Yes,Donald Trump,Female,0,Other,>100K,1,CA,55
4189,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,MI,35
