#,region,reg,vote_2016,intention,vote_2020,gender,hisp,race,income,edu,state,age
4190,West,1,"Did not vote, but was eligible",Not eligible,Donald Trump,Female,0,API,<50K,0,CA,25
4191,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,LA,45
4192,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,NY,35
4193,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,PA,35
4194,South,1,Was not eligible to vote,No,I am not sure/don't know,Female,0,White,<50K,1,TX,18
4195,South,1,Was not eligible to vote,Yes,Donald Trump,Female,1,White,NA,1,KY,18
4196,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,NY,18
4197,South,1,Was not eligible to vote,Yes,Donald Trump,Female,0,White,<50K,1,TN,18
4198,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,>100K,1,CA,65
4199,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,NV,65
4200,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,35
4201,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,CA,75
4202,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,MN,45
4203,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,VA,35
4204,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,NJ,55
4205,West,1,Jill Stein,Yes,I am not sure/don't know,Female,0,White,NA,1,WA,55
4206,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,MI,45
4207,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,IL,35
4208,South,1,Was not eligible to vote,Yes,Joe Biden,Female,0,Native,<50K,0,OK,18
4209,West,0,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,ID,45
4210,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,CA,65
4211,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,MI,35
4212,West,0,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,1,UT,65
4213,West,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,0,White,<50K,0,MT,25
4214,South,1,Jill Stein,Yes,Joe Biden,Female,0,White,<50K,1,OK,45
4215,Northeast,1,Was not eligible to vote,No,I am not sure/don't know,Female,0,API,NA,0,NY,18
4216,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,FL,45
4217,South,1,"Did not vote, but was eligible",No,I would not vote,Female,0,Black,<50K,1,OK,25
4218,Northeast,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,50K-100K,1,NY,18
4219,South,1,"Did not vote, but was eligible",Yes,Someone else,Female,0,White,<50K,1,FL,55
4220,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,WI,25
4221,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NY,25
4222,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,CA,55
4223,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,NA,1,KY,18
4224,South,0,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,0,AL,18
4225,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,NA,0,FL,35
4226,South,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,0,KY,55
4227,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,1,Black,<50K,1,AZ,25
4228,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,MA,55
4229,South,1,Someone else:,Yes,Donald Trump,Female,0,White,<50K,1,AL,18
4230,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,AR,55
4231,South,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,>100K,1,AL,18
4232,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
4233,Midwest,1,"Did not vote, but was eligible",Yes,Donald Trump,Male,1,White,50K-100K,1,IL,35
4234,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,NC,45
4235,West,1,Hillary Clinton,Yes,Donald Trump,Female,0,Other,>100K,1,CA,25
4236,Midwest,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,50K-100K,0,IN,35
4237,Northeast,1,Jill Stein,Yes,Someone else,Male,0,White,50K-100K,0,PA,45
4238,Midwest,1,"Did not vote, but was eligible",Not sure,I would not vote,Female,0,White,<50K,0,IL,35
4239,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,ID,55
4240,Northeast,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,White,>100K,0,NJ,18
4241,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,WI,55
4242,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,<50K,1,HI,25
4243,South,1,Donald Trump,Yes,Donald Trump,Female,0,Black,<50K,1,MS,18
4244,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,TX,25
4245,South,1,Donald Trump,Yes,Joe Biden,Female,0,White,<50K,1,GA,55
4246,South,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,FL,35
4247,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,API,50K-100K,1,AL,45
4248,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,MO,55
4249,South,0,Was not eligible to vote,Not eligible,Joe Biden,Female,0,White,50K-100K,1,TX,25
4250,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,CA,45
4251,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,1,API,50K-100K,0,AZ,35
4252,Midwest,0,Was not eligible to vote,Yes,Joe Biden,Female,0,White,<50K,0,WI,25
4253,South,0,"Did not vote, but was eligible",Yes,Joe Biden,Female,1,White,NA,1,FL,25
4254,West,1,Donald Trump,Yes,Donald Trump,Female,1,White,>100K,1,CA,25
4255,West,1,Gary Johnson,Yes,Donald Trump,Male,0,White,<50K,1,OR,35
4256,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,1,TX,35
4257,West,1,Donald Trump,Yes,Donald Trump,Male,1,White,>100K,1,CA,25
4258,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,MO,55
4259,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,NM,55
4260,Northeast,0,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,NY,18
4261,Northeast,0,"Did not vote, but was eligible",Yes,I would not vote,Male,0,Black,NA,0,MA,18
4262,Northeast,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,>100K,1,PA,55
4263,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,MN,18
4264,South,1,"Did not vote, but was eligible",No,I would not vote,Female,1,Other,<50K,1,VA,18
4265,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,OH,45
4266,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,HI,25
4267,West,1,Gary Johnson,Yes,Donald Trump,Female,0,White,<50K,1,AZ,55
4268,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,MS,35
4269,Midwest,1,Donald Trump,No,I am not sure/don't know,Female,0,White,<50K,1,IL,55
4270,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,NJ,75
4271,South,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,0,TX,18
4272,Midwest,0,Was not eligible to vote,Not eligible,I would not vote,Female,0,White,50K-100K,0,MI,18
4273,South,1,Was not eligible to vote,Not eligible,Donald Trump,Female,0,White,NA,0,NC,18
4274,West,1,Donald Trump,Yes,Donald Trump,Female,0,API,<50K,1,HI,35
4275,Midwest,1,Don't recall,Yes,I am not sure/don't know,Male,0,Black,50K-100K,1,IL,18
4276,West,1,Was not eligible to vote,Yes,Joe Biden,Female,0,Native,50K-100K,1,AZ,18
4277,Midwest,0,Was not eligible to vote,Not eligible,Donald Trump,Female,0,White,<50K,1,WI,45
4278,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,VT,65
4279,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,FL,35
4280,South,0,Was not eligible to vote,Yes,Joe Biden,Female,1,Black,<50K,0,TX,18
4281,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,CA,45
4282,South,0,Hillary Clinton,Yes,Joe Biden,Male,1,Native,<50K,1,FL,18
4283,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,IL,35
4284,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,API,NA,1,CA,18
4285,South,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,<50K,0,TX,18
4286,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,NA,0,MN,18
4287,South,0,Was not eligible to vote,Not sure,I am not sure/don't know,Male,0,API,NA,0,GA,18
4288,West,0,"Did not vote, but was eligible",Not sure,Someone else,Female,0,White,<50K,1,CA,65
4289,Northeast,0,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,0,White,<50K,0,NY,18
4290,South,1,"Did not vote, but was eligible",No,I would not vote,Female,1,Black,<50K,1,FL,18
4291,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,AL,35
4292,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NV,45
4293,South,1,Hillary Clinton,Yes,Donald Trump,Female,1,White,<50K,1,TX,35
4294,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,IA,45
4295,South,1,Hillary Clinton,Yes,Someone else,Female,0,Black,<50K,0,FL,18
4296,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,OR,25
4297,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,50K-100K,1,AZ,45
4298,South,1,Donald Trump,Yes,Donald Trump,Female,1,White,<50K,1,FL,25
4299,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,CO,55
4300,West,0,Don't recall,Yes,Joe Biden,Female,0,API,NA,0,CA,45
4301,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Female,1,Other,<50K,1,MI,18
4302,West,0,Was not eligible to vote,Not sure,Joe Biden,Male,0,White,<50K,1,CA,18
4303,West,0,Don't recall,Not sure,I would not vote,Male,1,Other,NA,0,CA,18
4304,Midwest,0,Donald Trump,Yes,Joe Biden,Female,0,White,<50K,0,OH,55
4305,West,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,1,CA,18
4306,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Male,0,API,>100K,0,OH,18
4307,South,1,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,1,TX,35
4308,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,CA,35
4309,West,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,0,White,<50K,1,CA,18
4310,West,0,Don't recall,Yes,I would not vote,Male,0,White,<50K,0,AZ,18
4311,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,LA,18
4312,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WA,25
4313,West,1,Was not eligible to vote,NA,I am not sure/don't know,Female,1,Other,<50K,1,AZ,18
4314,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,MN,35
4315,South,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,Black,<50K,0,TX,25
4316,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,35
4317,West,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,50K-100K,0,CA,18
4318,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,PA,35
4319,South,0,Don't recall,No,I would not vote,Female,1,Black,<50K,0,VA,18
4320,South,1,Someone else:,Yes,Joe Biden,Female,0,Black,<50K,1,AL,25
4321,West,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,1,White,<50K,0,CA,18
4322,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,PA,25
4323,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,TX,55
4324,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,0,CT,35
4325,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,OH,75
4326,South,1,Was not eligible to vote,Yes,Joe Biden,Female,1,Black,<50K,0,LA,18
4327,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,OH,45
4328,West,0,Was not eligible to vote,No,Someone else,Female,1,Other,<50K,0,AZ,18
4329,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,TX,65
4330,Northeast,1,Hillary Clinton,Yes,I am not sure/don't know,Male,0,White,NA,1,CT,18
4331,West,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,50K-100K,1,CA,18
4332,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,CA,75
4333,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,CA,18
4334,South,0,"Did not vote, but was eligible",No,Joe Biden,Female,1,Other,<50K,0,FL,18
4335,South,0,Was not eligible to vote,Not eligible,Joe Biden,Female,1,White,<50K,0,TX,45
4336,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,MS,35
4337,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,OH,45
4338,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,OH,55
4339,Midwest,0,"Did not vote, but was eligible",No,Donald Trump,Female,0,White,<50K,0,OH,65
4340,Midwest,1,"Did not vote, but was eligible",No,I would not vote,Female,1,Other,<50K,0,MO,55
4341,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,LA,45
4342,South,0,Don't recall,Not sure,I would not vote,Male,0,Black,<50K,0,AL,18
4343,West,0,"Did not vote, but was eligible",Not sure,Joe Biden,Female,1,Other,<50K,0,CA,25
4344,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,TX,65
4345,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,FL,45
4346,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,<50K,1,UT,55
4347,Northeast,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,50K-100K,1,NY,18
4348,South,1,Was not eligible to vote,Yes,Donald Trump,Male,0,White,NA,0,MD,18
4349,South,1,Hillary Clinton,No,Joe Biden,Female,0,Black,<50K,1,FL,25
4350,West,1,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,1,OR,25
4351,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,0,FL,35
4352,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,65
4353,Northeast,1,Donald Trump,Yes,Joe Biden,Male,0,White,<50K,1,MA,45
4354,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,NC,25
4355,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,NV,65
4356,Midwest,1,Hillary Clinton,Yes,I would not vote,Male,0,API,<50K,0,MO,18
4357,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,NC,55
4358,West,0,"Did not vote, but was eligible",No,Someone else,Female,0,API,<50K,1,CA,35
4359,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,>100K,1,NC,25
4360,South,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,FL,45
4361,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,50K-100K,0,WA,25
4362,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,OH,18
4363,West,0,Gary Johnson,Yes,I am not sure/don't know,Female,0,Other,50K-100K,1,CA,55
4364,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,NH,75
4365,South,1,"Did not vote, but was eligible",Not eligible,I would not vote,Female,1,White,<50K,0,NC,25
4366,West,0,"Did not vote, but was eligible",No,Donald Trump,Female,0,White,<50K,0,CA,45
4367,South,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,1,TX,18
4368,South,1,Was not eligible to vote,Not eligible,Joe Biden,Male,0,Black,NA,0,FL,18
4369,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,MD,35
4370,South,1,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,50K-100K,0,TX,35
4371,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,>100K,1,IL,35
4372,South,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,NA,0,TX,18
4373,Midwest,0,Donald Trump,Yes,Donald Trump,Male,0,White,NA,0,MN,25
4374,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,NY,25
4375,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,MO,35
4376,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,>100K,1,VA,35
4377,South,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,0,MD,25
4378,West,1,Donald Trump,Yes,Donald Trump,Male,0,Native,50K-100K,1,CA,45
4379,South,0,Was not eligible to vote,NA,Joe Biden,Female,1,White,<50K,0,VA,45
4380,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,WA,35
4381,West,1,Someone else:,Yes,Joe Biden,Male,0,Black,<50K,1,ID,18
4382,South,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,1,White,<50K,0,FL,25
4383,Northeast,1,Donald Trump,Yes,Donald Trump,Female,1,White,>100K,1,NJ,35
4384,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,45
4385,South,0,Was not eligible to vote,No,Donald Trump,Female,1,White,>100K,1,TX,18
4386,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,VA,35
4387,South,0,Was not eligible to vote,Not eligible,Donald Trump,Male,0,White,<50K,0,OK,25
4388,South,0,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,1,NC,35
4389,West,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,API,50K-100K,1,OR,25
4390,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,IL,65
4391,West,1,Jill Stein,Not sure,Donald Trump,Male,1,Other,<50K,0,CA,25
4392,South,1,"Did not vote, but was eligible",No,Joe Biden,Female,1,Other,<50K,0,TX,25
4393,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,FL,25
4394,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,50K-100K,1,IL,18
4395,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,MN,35
4396,Northeast,1,Gary Johnson,Yes,Donald Trump,Male,1,White,50K-100K,1,NY,35
4397,South,1,Hillary Clinton,Not sure,Joe Biden,Male,0,Black,<50K,0,FL,45
4398,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,VA,18
4399,South,0,Don't recall,Not sure,I would not vote,Male,1,White,<50K,0,TX,25
4400,West,1,Donald Trump,Yes,Donald Trump,Female,1,White,<50K,0,NV,45
4401,Midwest,1,Hillary Clinton,No,Joe Biden,Male,0,Black,<50K,1,OH,25
4402,West,0,Don't recall,Yes,I am not sure/don't know,Female,0,White,<50K,1,UT,65
4403,West,0,Was not eligible to vote,Yes,I am not sure/don't know,Male,1,Other,<50K,0,CA,25
4404,West,0,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,<50K,1,CA,25
4405,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,CA,35
4406,Northeast,1,Donald Trump,Yes,Donald Trump,Female,1,White,50K-100K,1,MA,35
4407,Midwest,0,Was not eligible to vote,Not eligible,I would not vote,Female,0,API,50K-100K,1,ND,45
4408,South,1,Hillary Clinton,Yes,Someone else,Female,0,Black,<50K,1,GA,25
4409,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,MI,55
4410,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Native,<50K,1,NC,25
4411,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,Black,<50K,0,NJ,25
4412,Midwest,0,Hillary Clinton,Yes,Donald Trump,Female,0,White,<50K,0,KS,45
4413,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,AL,25
4414,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,ID,25
4415,South,0,Was not eligible to vote,No,Joe Biden,Male,1,White,<50K,1,TX,25
4416,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,IN,35
4417,West,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,50K-100K,0,AZ,18
4418,South,1,Gary Johnson,Yes,Joe Biden,Female,0,White,50K-100K,0,FL,18
4419,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,MA,35
4420,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,<50K,0,GA,55
4421,South,1,Hillary Clinton,No,Joe Biden,Female,1,Other,<50K,0,OK,35
4422,South,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,<50K,0,TX,18
4423,West,1,Hillary Clinton,Yes,I would not vote,Female,0,White,>100K,1,WA,18
4424,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,FL,65
4425,West,0,Don't recall,Not sure,I am not sure/don't know,Female,1,White,<50K,0,WA,45
4426,South,1,"Did not vote, but was eligible",No,I am not sure/don't know,Male,0,White,50K-100K,0,TN,25
4427,Midwest,0,"Did not vote, but was eligible",No,Donald Trump,Female,1,White,<50K,0,IA,35
4428,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,TN,65
4429,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,FL,25
4430,South,0,"Did not vote, but was eligible",No,Donald Trump,Male,0,Native,<50K,0,OK,25
4431,West,0,"Did not vote, but was eligible",No,Someone else,Female,0,White,<50K,0,AZ,55
4432,South,0,Was not eligible to vote,Not sure,I am not sure/don't know,Female,1,Native,<50K,0,TX,25
4433,South,1,Was not eligible to vote,Yes,Joe Biden,Male,0,Black,<50K,0,AL,35
4434,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,CA,65
4435,West,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,1,White,<50K,0,CA,25
4436,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,50K-100K,1,CA,35
4437,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,0,GA,45
4438,South,1,Someone else:,Yes,Joe Biden,Female,0,White,>100K,1,NC,25
4439,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,0,AL,55
4440,South,1,Donald Trump,Not eligible,Donald Trump,Female,0,White,<50K,0,FL,25
4441,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,NV,55
4442,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,TN,45
4443,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,LA,45
4444,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,50K-100K,1,TX,25
4445,West,1,Donald Trump,Yes,Joe Biden,Male,0,API,<50K,1,CA,45
4446,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,IL,55
4447,South,0,Was not eligible to vote,Not sure,I would not vote,Female,0,Black,<50K,0,TX,18
4448,West,1,Someone else:,Yes,I am not sure/don't know,Female,0,API,>100K,1,CA,18
4449,Northeast,0,Was not eligible to vote,Not sure,Donald Trump,Male,0,White,<50K,0,NY,35
4450,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,1,API,50K-100K,0,CA,45
4451,West,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,NA,0,NV,45
4452,Northeast,0,Hillary Clinton,Not sure,I am not sure/don't know,Female,0,Native,<50K,0,MA,75
4453,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,CA,65
4454,West,1,Someone else:,Yes,Joe Biden,Female,0,Black,50K-100K,1,CA,35
4455,Midwest,0,Don't recall,Not sure,Donald Trump,Male,0,Black,NA,0,OH,25
4456,South,0,"Did not vote, but was eligible",No,I am not sure/don't know,Female,1,White,<50K,0,TX,35
4457,Northeast,1,Don't recall,Yes,Someone else,Female,0,Black,>100K,1,NY,45
4458,South,0,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,1,Native,<50K,0,TX,18
4459,West,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,White,50K-100K,0,CA,25
